GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,16,34,50,32,81,113,12,36,48,16,43,59
3.750-3.999,6,10,16,19,34,53,35,80,115,58,153,211
3.500-3.749,9,23,32,28,52,80,32,62,94,73,165,238
3.250-3.499,9,38,47,22,66,88,25,69,94,61,124,185
3.000-3.249,22,47,69,22,66,88,29,57,86,64,105,169
2.750-2.999,8,31,39,14,52,66,19,43,62,32,95,127
2.500-2.749,12,29,41,12,47,59,18,31,49,27,57,84
2.250-2.499,5,14,19,13,33,46,7,29,36,17,36,53
2.000-2.249,6,22,28,11,19,30,5,17,22,5,20,25
1.750-1.999,5,11,16,3,8,11,3,4,7,1,4,5
1.500-1.749,1,10,11,1,5,6,0,3,3,0,1,1
1.250-1.499,0,5,5,0,2,2,0,2,2,0,0,0
1.000-1.249,0,4,4,0,3,3,0,0,0,0,0,0
0.750-0.999,1,5,6,0,2,2,0,0,0,0,0,0
0.500-0.749,1,0,1,0,1,1,0,0,0,0,0,0
0.250-0.499,2,1,3,0,0,0,0,0,0,0,0,0
0.000-0.249,2,5,7,0,1,1,0,2,2,0,1,1
