GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,0,2,2,6,8,2,6,8
3.750-3.999,0,1,1,2,4,6,9,7,16,30,14,44
3.500-3.749,1,1,2,5,2,7,20,10,30,50,25,75
3.250-3.499,0,0,0,4,4,8,29,4,33,68,22,90
3.000-3.249,2,0,2,4,2,6,26,5,31,75,20,95
2.750-2.999,1,1,2,6,3,9,11,3,14,44,8,52
2.500-2.749,0,1,1,1,2,3,13,4,17,31,4,35
2.250-2.499,1,0,1,2,0,2,4,1,5,11,2,13
2.000-2.249,0,0,0,0,0,0,2,0,2,2,2,4
1.750-1.999,0,1,1,0,0,0,1,0,1,0,1,1
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,0,0,0,0,0,0,0,0
