GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,6,3,9,12,12,24,15,16,31
3.750-3.999,0,0,0,3,3,6,8,13,21,20,14,34
3.500-3.749,1,1,2,3,7,10,9,7,16,22,17,39
3.250-3.499,0,0,0,5,4,9,14,13,27,15,27,42
3.000-3.249,0,1,1,8,5,13,14,14,28,19,22,41
2.750-2.999,2,0,2,5,6,11,12,13,25,19,31,50
2.500-2.749,1,0,1,3,2,5,8,7,15,24,20,44
2.250-2.499,0,0,0,0,3,3,6,6,12,19,15,34
2.000-2.249,0,0,0,1,1,2,2,0,2,9,4,13
1.750-1.999,0,0,0,1,3,4,0,2,2,2,2,4
1.500-1.749,0,1,1,0,0,0,0,0,0,1,0,1
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
