GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,710,586,1296,759,881,1640,424,585,1009,437,601,1038
3.750-3.999,353,217,570,554,609,1163,838,1012,1850,1881,2458,4339
3.500-3.749,551,424,975,711,845,1556,1068,1168,2236,2149,2524,4673
3.250-3.499,471,340,811,731,765,1496,1066,1026,2092,2324,2076,4400
3.000-3.249,577,433,1010,773,700,1473,1058,892,1950,2216,1670,3886
2.750-2.999,258,243,501,536,420,956,721,548,1269,1620,975,2595
2.500-2.749,295,235,530,464,384,848,575,411,986,1167,671,1838
2.250-2.499,209,138,347,294,219,513,355,249,604,654,344,998
2.000-2.249,189,138,327,233,184,417,263,150,413,317,173,490
1.750-1.999,93,46,139,96,80,176,81,67,148,66,47,113
1.500-1.749,66,62,128,70,36,106,41,29,70,14,13,27
1.250-1.499,71,45,116,36,22,58,13,9,22,4,2,6
1.000-1.249,46,40,86,20,17,37,10,6,16,3,0,3
0.750-0.999,20,12,32,9,7,16,4,4,8,0,0,0
0.500-0.749,23,20,43,4,2,6,3,3,6,1,0,1
0.250-0.499,14,12,26,1,2,3,3,2,5,0,0,0
0.000-0.249,97,51,148,20,17,37,7,11,18,1,0,1
