GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,2,7,4,6,10,13,28,41,8,24,32
3.750-3.999,0,1,1,5,7,12,16,59,75,48,97,145
3.500-3.749,3,3,6,9,22,31,31,65,96,62,141,203
3.250-3.499,0,0,0,9,19,28,48,70,118,84,146,230
3.000-3.249,2,2,4,16,25,41,39,78,117,109,146,255
2.750-2.999,0,3,3,7,11,18,33,72,105,89,110,199
2.500-2.749,0,1,1,6,9,15,34,54,88,63,100,163
2.250-2.499,0,1,1,10,5,15,31,21,52,41,47,88
2.000-2.249,4,0,4,7,3,10,15,13,28,25,26,51
1.750-1.999,0,0,0,1,2,3,4,4,8,4,2,6
1.500-1.749,0,0,0,0,0,0,0,3,3,0,0,0
1.250-1.499,0,0,0,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,1,5,6,0,5,5
