GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,16,20,2,35,37,6,34,40,1,18,19
3.750-3.999,1,5,6,1,22,23,6,33,39,20,63,83
3.500-3.749,3,17,20,3,17,20,9,46,55,24,133,157
3.250-3.499,2,7,9,3,10,13,2,37,39,17,70,87
3.000-3.249,2,11,13,8,20,28,8,11,19,7,35,42
2.750-2.999,3,2,5,2,6,8,1,0,1,2,3,5
2.500-2.749,1,5,6,2,8,10,0,3,3,0,0,0
2.250-2.499,0,2,2,1,3,4,0,1,1,0,0,0
2.000-2.249,2,4,6,0,0,0,0,0,0,0,0,0
1.750-1.999,0,0,0,0,1,1,1,0,1,0,0,0
1.500-1.749,1,2,3,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,1,1,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,1,1,0,0,0,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,5,4,9,0,0,0,0,0,0,0,0,0
