GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,11,12,23,27,80,107,12,34,46,0,1,1
3.750-3.999,6,6,12,48,60,108,18,38,56,0,1,1
3.500-3.749,14,25,39,60,84,144,29,44,73,1,2,3
3.250-3.499,19,19,38,48,97,145,31,69,100,2,2,4
3.000-3.249,15,19,34,81,89,170,36,54,90,2,1,3
2.750-2.999,19,13,32,79,69,148,35,45,80,1,0,1
2.500-2.749,20,21,41,65,76,141,50,41,91,5,3,8
2.250-2.499,22,21,43,46,49,95,41,31,72,1,4,5
2.000-2.249,13,26,39,68,42,110,34,21,55,1,1,2
1.750-1.999,17,8,25,26,19,45,14,7,21,2,2,4
1.500-1.749,16,9,25,15,10,25,2,2,4,0,0,0
1.250-1.499,9,11,20,9,7,16,0,0,0,0,0,0
1.000-1.249,10,5,15,5,6,11,0,0,0,0,0,0
0.750-0.999,12,4,16,3,2,5,0,0,0,0,0,0
0.500-0.749,4,3,7,0,1,1,0,1,1,0,0,0
0.250-0.499,6,2,8,2,1,3,2,0,2,0,0,0
0.000-0.249,4,4,8,1,0,1,0,1,1,0,0,0
