GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,3,8,35,62,97,26,37,63,27,54,81
3.750-3.999,4,4,8,14,52,66,34,75,109,90,192,282
3.500-3.749,4,9,13,23,45,68,25,65,90,83,198,281
3.250-3.499,6,6,12,23,36,59,27,61,88,53,157,210
3.000-3.249,7,7,14,19,45,64,21,45,66,54,114,168
2.750-2.999,1,9,10,7,30,37,15,42,57,26,77,103
2.500-2.749,4,5,9,8,16,24,12,29,41,25,48,73
2.250-2.499,3,3,6,4,20,24,9,15,24,6,29,35
2.000-2.249,0,9,9,5,9,14,1,4,5,8,10,18
1.750-1.999,3,2,5,1,7,8,4,3,7,1,3,4
1.500-1.749,2,1,3,1,5,6,0,2,2,0,0,0
1.250-1.499,3,2,5,1,1,2,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,1,0,1,0,0,0
