GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,52,34,86,113,107,220,57,50,107,50,59,109
3.750-3.999,37,32,69,91,90,181,101,99,200,201,224,425
3.500-3.749,45,34,79,114,81,195,148,136,284,263,277,540
3.250-3.499,28,20,48,91,70,161,128,101,229,252,258,510
3.000-3.249,35,27,62,67,67,134,90,67,157,213,163,376
2.750-2.999,14,14,28,39,26,65,79,50,129,140,99,239
2.500-2.749,24,15,39,34,23,57,49,28,77,73,58,131
2.250-2.499,6,3,9,10,10,20,22,23,45,40,13,53
2.000-2.249,4,1,5,8,6,14,10,5,15,18,9,27
1.750-1.999,1,0,1,5,1,6,2,3,5,5,1,6
1.500-1.749,1,2,3,0,1,1,1,0,1,0,0,0
1.250-1.499,0,2,2,0,0,0,1,0,1,0,0,0
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,1,0,1,0,0,0,0,0,0
0.500-0.749,2,0,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,5,2,7,0,0,0,0,0,0,0,0,0
