GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,0,4,4,0,7,7,2,17,19
3.750-3.999,0,0,0,2,2,4,4,19,23,17,62,79
3.500-3.749,0,0,0,1,6,7,10,10,20,34,69,103
3.250-3.499,2,0,2,6,6,12,12,15,27,32,59,91
3.000-3.249,0,0,0,4,5,9,7,17,24,34,64,98
2.750-2.999,0,0,0,2,2,4,10,12,22,24,60,84
2.500-2.749,1,0,1,1,4,5,6,11,17,21,34,55
2.250-2.499,0,0,0,1,4,5,2,6,8,8,28,36
2.000-2.249,1,2,3,1,9,10,3,7,10,5,13,18
1.750-1.999,0,0,0,2,2,4,0,1,1,0,3,3
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
