GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,7,7,9,21,30,18,35,53,14,25,39
3.750-3.999,0,2,2,5,17,22,28,42,70,36,84,120
3.500-3.749,1,2,3,6,14,20,34,71,105,69,164,233
3.250-3.499,1,1,2,12,19,31,47,79,126,90,175,265
3.000-3.249,1,1,2,18,31,49,76,69,145,101,175,276
2.750-2.999,0,0,0,3,9,12,41,51,92,106,147,253
2.500-2.749,2,1,3,9,12,21,18,45,63,81,95,176
2.250-2.499,0,0,0,4,8,12,24,20,44,72,57,129
2.000-2.249,0,1,1,9,5,14,7,11,18,33,45,78
1.750-1.999,1,1,2,2,0,2,1,2,3,5,6,11
1.500-1.749,0,0,0,0,1,1,0,0,0,1,1,2
1.250-1.499,1,0,1,0,0,0,1,0,1,0,0,0
1.000-1.249,0,0,0,0,2,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,3,3,1,1,2,3,3,6
