GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,1,7,8,0,4,4,1,12,13
3.750-3.999,0,0,0,0,6,6,2,14,16,9,32,41
3.500-3.749,0,1,1,1,1,2,1,18,19,7,46,53
3.250-3.499,0,0,0,0,2,2,3,11,14,6,23,29
3.000-3.249,1,0,1,1,2,3,1,10,11,0,12,12
2.750-2.999,0,0,0,0,1,1,0,0,0,1,4,5
2.500-2.749,0,0,0,0,0,0,0,0,0,0,0,0
2.250-2.499,0,0,0,0,0,0,0,0,0,1,0,1
2.000-2.249,0,0,0,0,0,0,0,1,1,0,0,0
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
