GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,0,2,2,3,5,0,0,0
3.750-3.999,0,0,0,3,1,4,4,4,8,8,6,14
3.500-3.749,2,0,2,6,0,6,10,3,13,18,12,30
3.250-3.499,0,1,1,9,2,11,6,3,9,28,5,33
3.000-3.249,5,0,5,13,1,14,10,3,13,32,12,44
2.750-2.999,0,0,0,4,1,5,10,1,11,22,8,30
2.500-2.749,3,1,4,10,3,13,8,2,10,19,8,27
2.250-2.499,1,0,1,3,2,5,7,1,8,13,7,20
2.000-2.249,3,2,5,1,2,3,1,1,2,13,3,16
1.750-1.999,1,1,2,0,0,0,5,0,5,1,0,1
1.500-1.749,2,0,2,2,0,2,1,0,1,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
