GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,1,3,6,5,11,10,8,18
3.750-3.999,0,0,0,4,2,6,5,11,16,7,19,26
3.500-3.749,0,0,0,5,5,10,7,14,21,22,23,45
3.250-3.499,1,0,1,1,1,2,8,15,23,18,15,33
3.000-3.249,0,0,0,0,5,5,10,7,17,18,23,41
2.750-2.999,0,0,0,2,2,4,8,1,9,9,10,19
2.500-2.749,0,0,0,0,1,1,4,4,8,11,6,17
2.250-2.499,0,0,0,3,2,5,1,3,4,8,5,13
2.000-2.249,0,0,0,0,1,1,0,0,0,2,2,4
1.750-1.999,0,0,0,0,0,0,1,0,1,0,1,1
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,2,2,0,0,0,0,0,0,0,0,0
