GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,6,4,10,3,4,7,5,10,15
3.750-3.999,1,1,2,17,6,23,5,11,16,36,29,65
3.500-3.749,5,3,8,18,9,27,10,8,18,38,26,64
3.250-3.499,4,1,5,19,10,29,26,15,41,43,42,85
3.000-3.249,14,2,16,21,20,41,27,9,36,68,36,104
2.750-2.999,11,0,11,20,8,28,18,18,36,67,29,96
2.500-2.749,8,6,14,16,18,34,29,22,51,65,37,102
2.250-2.499,12,7,19,20,17,37,37,12,49,44,19,63
2.000-2.249,10,3,13,14,14,28,17,6,23,22,12,34
1.750-1.999,9,3,12,3,3,6,3,3,6,5,7,12
1.500-1.749,8,10,18,1,1,2,3,1,4,0,0,0
1.250-1.499,2,4,6,2,4,6,0,1,1,0,0,0
1.000-1.249,2,6,8,2,1,3,0,0,0,0,0,0
0.750-0.999,1,5,6,0,0,0,1,1,2,0,0,0
0.500-0.749,2,0,2,0,0,0,0,0,0,0,0,0
0.250-0.499,1,2,3,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,1,1,1,0,1,1,0,1
