GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,0,2,1,0,1,1,0,1
3.750-3.999,1,0,1,6,2,8,2,4,6,3,2,5
3.500-3.749,0,0,0,6,7,13,0,9,9,5,6,11
3.250-3.499,1,3,4,2,12,14,6,4,10,2,8,10
3.000-3.249,4,3,7,4,5,9,6,12,18,5,4,9
2.750-2.999,2,2,4,6,6,12,1,9,10,6,12,18
2.500-2.749,0,1,1,4,3,7,3,3,6,5,3,8
2.250-2.499,4,2,6,4,8,12,2,2,4,4,4,8
2.000-2.249,1,2,3,4,4,8,1,2,3,2,1,3
1.750-1.999,0,1,1,0,1,1,0,0,0,0,0,0
1.500-1.749,1,1,2,0,0,0,0,1,1,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
