GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,1,6,1,8,9,5,31,36,2,39,41
3.750-3.999,1,0,1,2,7,9,11,61,72,28,156,184
3.500-3.749,4,3,7,1,17,18,21,74,95,62,205,267
3.250-3.499,1,0,1,6,13,19,18,59,77,62,140,202
3.000-3.249,4,0,4,3,20,23,25,45,70,70,117,187
2.750-2.999,1,0,1,3,5,8,20,30,50,49,59,108
2.500-2.749,2,0,2,3,6,9,7,16,23,30,50,80
2.250-2.499,1,0,1,3,3,6,7,8,15,13,25,38
2.000-2.249,5,0,5,1,0,1,3,3,6,7,3,10
1.750-1.999,0,0,0,0,1,1,1,1,2,3,3,6
1.500-1.749,1,0,1,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
