GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,7,12,14,24,38,21,25,46,18,21,39
3.750-3.999,5,3,8,23,29,52,22,37,59,38,70,108
3.500-3.749,9,3,12,25,22,47,41,41,82,59,62,121
3.250-3.499,6,10,16,37,20,57,25,34,59,68,53,121
3.000-3.249,5,5,10,21,14,35,25,26,51,47,41,88
2.750-2.999,7,4,11,4,7,11,30,14,44,23,31,54
2.500-2.749,0,1,1,5,8,13,21,5,26,25,18,43
2.250-2.499,2,1,3,7,6,13,6,7,13,15,8,23
2.000-2.249,2,0,2,1,5,6,4,2,6,8,1,9
1.750-1.999,0,0,0,0,0,0,2,2,4,3,0,3
1.500-1.749,1,1,2,2,1,3,0,1,1,3,1,4
1.250-1.499,1,1,2,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,2,2,0,2,2,0,0,0
