GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,2,4,21,12,33,28,16,44,14,11,25
3.750-3.999,1,5,6,21,24,45,28,37,65,56,88,144
3.500-3.749,0,3,3,25,32,57,78,46,124,135,112,247
3.250-3.499,3,1,4,26,23,49,83,45,128,187,95,282
3.000-3.249,4,5,9,42,17,59,109,23,132,231,81,312
2.750-2.999,3,1,4,21,5,26,76,20,96,186,43,229
2.500-2.749,2,3,5,22,6,28,62,19,81,93,21,114
2.250-2.499,3,1,4,6,2,8,27,6,33,56,9,65
2.000-2.249,3,2,5,8,3,11,9,2,11,20,5,25
1.750-1.999,2,0,2,0,0,0,1,0,1,0,1,1
1.500-1.749,1,0,1,1,0,1,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,3,1,4,0,0,0,0,0,0
