GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,32,52,84,115,141,256,176,234,410,155,224,379
3.750-3.999,2,3,5,153,161,314,354,416,770,576,841,1417
3.500-3.749,12,11,23,153,181,334,462,553,1015,853,1119,1972
3.250-3.499,14,8,22,146,161,307,440,497,937,982,996,1978
3.000-3.249,23,18,41,156,166,322,486,425,911,1121,907,2028
2.750-2.999,15,7,22,131,77,208,371,240,611,888,648,1536
2.500-2.749,18,11,29,122,79,201,234,194,428,619,432,1051
2.250-2.499,17,7,24,77,48,125,133,99,232,356,219,575
2.000-2.249,15,4,19,57,36,93,85,48,133,157,113,270
1.750-1.999,10,3,13,18,6,24,15,15,30,28,15,43
1.500-1.749,7,4,11,6,3,9,5,3,8,2,3,5
1.250-1.499,3,2,5,2,2,4,1,1,2,0,0,0
1.000-1.249,4,2,6,0,3,3,2,0,2,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,1,0,1,0,0,0
0.000-0.249,3,2,5,0,3,3,1,1,2,3,3,6
