GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,4,7,47,84,131,26,45,71,2,2,4
3.750-3.999,0,0,0,2,1,3,3,1,4,0,0,0
3.500-3.749,1,2,3,15,18,33,4,19,23,0,2,2
3.250-3.499,0,0,0,1,6,7,4,3,7,1,0,1
3.000-3.249,7,1,8,19,25,44,20,13,33,1,0,1
2.750-2.999,0,0,0,1,2,3,0,0,0,0,0,0
2.500-2.749,1,0,1,6,4,10,3,5,8,0,0,0
2.250-2.499,1,0,1,4,3,7,1,3,4,0,0,0
2.000-2.249,2,1,3,12,7,19,6,8,14,0,2,2
1.750-1.999,0,0,0,0,2,2,0,1,1,0,0,0
1.500-1.749,1,0,1,2,0,2,1,2,3,0,0,0
1.250-1.499,0,0,0,0,2,2,2,0,2,0,0,0
1.000-1.249,0,1,1,2,2,4,1,3,4,0,0,0
0.750-0.999,0,0,0,2,0,2,0,0,0,0,0,0
0.500-0.749,0,0,0,0,1,1,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,6,9,15,4,4,8,0,0,0
