GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,12,13,6,32,38,5,39,44,19,95,114
3.750-3.999,1,6,7,2,11,13,3,25,28,11,62,73
3.500-3.749,1,10,11,4,25,29,6,33,39,15,46,61
3.250-3.499,0,8,8,4,22,26,4,12,16,7,21,28
3.000-3.249,4,12,16,4,16,20,7,10,17,3,17,20
2.750-2.999,5,6,11,2,10,12,1,2,3,3,3,6
2.500-2.749,2,7,9,2,7,9,0,2,2,1,6,7
2.250-2.499,4,1,5,0,2,2,0,0,0,1,2,3
2.000-2.249,0,4,4,0,3,3,0,0,0,0,1,1
1.750-1.999,0,2,2,0,0,0,0,1,1,0,1,1
1.500-1.749,0,0,0,1,0,1,0,1,1,0,1,1
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,2,2,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,2,2,0,1,1,0,2,2,0,0,0
