GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,349,112,461,464,153,617,454,132,586,940,373,1313
3.750-3.999,140,37,177,211,71,282,253,61,314,601,213,814
3.500-3.749,235,71,306,295,86,381,341,92,433,850,249,1099
3.250-3.499,218,70,288,267,68,335,352,116,468,796,229,1025
3.000-3.249,344,80,424,368,98,466,386,100,486,906,237,1143
2.750-2.999,100,34,134,166,50,216,213,55,268,427,126,553
2.500-2.749,120,38,158,193,46,239,224,49,273,451,92,543
2.250-2.499,70,25,95,87,30,117,141,35,176,226,48,274
2.000-2.249,93,18,111,120,30,150,143,32,175,224,57,281
1.750-1.999,30,3,33,51,11,62,57,10,67,42,9,51
1.500-1.749,22,3,25,37,9,46,58,14,72,53,9,62
1.250-1.499,6,3,9,21,2,23,20,4,24,25,6,31
1.000-1.249,35,6,41,23,2,25,28,7,35,31,0,31
0.750-0.999,13,1,14,12,1,13,6,3,9,5,3,8
0.500-0.749,10,3,13,12,1,13,13,0,13,6,2,8
0.250-0.499,7,1,8,4,1,5,6,1,7,3,3,6
0.000-0.249,97,18,115,87,17,104,70,13,83,71,17,88
