GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,7,12,12,36,48,29,65,94,70,160,230
3.750-3.999,0,0,0,0,0,0,3,5,8,0,2,2
3.500-3.749,0,1,1,0,6,6,7,24,31,17,28,45
3.250-3.499,0,0,0,1,2,3,5,16,21,8,11,19
3.000-3.249,1,4,5,6,20,26,16,44,60,31,74,105
2.750-2.999,0,0,0,0,0,0,0,3,3,3,10,13
2.500-2.749,1,0,1,0,0,0,3,3,6,4,16,20
2.250-2.499,0,0,0,1,2,3,3,9,12,0,11,11
2.000-2.249,0,2,2,4,15,19,2,9,11,10,41,51
1.750-1.999,0,1,1,0,1,1,0,0,0,1,0,1
1.500-1.749,0,1,1,0,0,0,2,3,5,0,9,9
1.250-1.499,0,0,0,0,1,1,0,0,0,1,3,4
1.000-1.249,0,0,0,0,3,3,1,6,7,5,19,24
0.750-0.999,0,0,0,0,0,0,0,0,0,0,1,1
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,2,1,3
0.000-0.249,1,1,2,4,7,11,3,8,11,24,54,78
