GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,26,21,47,178,305,483,211,398,609,578,1185,1763
3.750-3.999,3,12,15,64,102,166,169,280,449,294,532,826
3.500-3.749,17,31,48,108,190,298,199,346,545,392,808,1200
3.250-3.499,27,21,48,75,161,236,166,237,403,339,531,870
3.000-3.249,29,30,59,100,168,268,172,248,420,359,544,903
2.750-2.999,16,18,34,48,72,120,73,113,186,162,211,373
2.500-2.749,16,18,34,46,76,122,74,95,169,184,227,411
2.250-2.499,8,15,23,26,43,69,43,60,103,106,134,240
2.000-2.249,15,7,22,21,34,55,35,42,77,108,112,220
1.750-1.999,4,10,14,7,19,26,16,22,38,33,46,79
1.500-1.749,4,8,12,6,12,18,21,15,36,28,33,61
1.250-1.499,0,4,4,9,11,20,8,8,16,13,22,35
1.000-1.249,0,3,3,4,7,11,4,7,11,19,19,38
0.750-0.999,0,0,0,4,3,7,1,3,4,6,4,10
0.500-0.749,4,0,4,2,0,2,4,5,9,3,11,14
0.250-0.499,1,4,5,2,0,2,3,2,5,7,3,10
0.000-0.249,8,6,14,16,17,33,15,22,37,49,45,94
