GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,11,17,71,78,149,53,55,108,147,147,294
3.750-3.999,0,2,2,14,17,31,33,37,70,58,69,127
3.500-3.749,5,3,8,35,42,77,38,69,107,85,114,199
3.250-3.499,8,10,18,28,59,87,42,49,91,77,81,158
3.000-3.249,13,15,28,34,34,68,50,67,117,82,97,179
2.750-2.999,4,4,8,13,21,34,20,27,47,40,54,94
2.500-2.749,8,7,15,4,35,39,12,26,38,41,35,76
2.250-2.499,5,4,9,9,14,23,12,22,34,31,40,71
2.000-2.249,2,7,9,7,21,28,17,9,26,35,37,72
1.750-1.999,3,2,5,3,3,6,5,8,13,13,7,20
1.500-1.749,1,2,3,2,6,8,3,4,7,5,13,18
1.250-1.499,3,1,4,0,3,3,0,0,0,7,10,17
1.000-1.249,1,1,2,4,0,4,2,3,5,4,5,9
0.750-0.999,0,0,0,1,1,2,0,0,0,1,3,4
0.500-0.749,0,1,1,1,1,2,0,0,0,1,1,2
0.250-0.499,0,0,0,0,1,1,1,0,1,2,0,2
0.000-0.249,2,3,5,10,3,13,7,6,13,12,18,30
