GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,6,7,12,48,60,14,70,84,38,186,224
3.750-3.999,0,0,0,3,12,15,3,40,43,9,35,44
3.500-3.749,0,3,3,3,21,24,3,28,31,7,52,59
3.250-3.499,3,6,9,2,9,11,6,8,14,5,8,13
3.000-3.249,2,2,4,3,10,13,1,4,5,1,11,12
2.750-2.999,1,1,2,0,1,1,0,1,1,0,1,1
2.500-2.749,1,0,1,0,1,1,0,0,0,0,1,1
2.250-2.499,1,1,2,0,1,1,0,0,0,0,0,0
2.000-2.249,0,0,0,1,1,2,0,0,0,0,0,0
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,1,0,1,1,0,1,0,2,2
