GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,2,7,10,10,20,16,16,32,38,26,64
3.750-3.999,0,0,0,1,0,1,2,0,2,9,5,14
3.500-3.749,1,0,1,10,3,13,9,4,13,25,10,35
3.250-3.499,0,0,0,4,1,5,5,2,7,8,5,13
3.000-3.249,4,4,8,9,7,16,10,8,18,53,9,62
2.750-2.999,0,0,0,1,0,1,4,3,7,3,1,4
2.500-2.749,1,1,2,8,1,9,5,2,7,15,5,20
2.250-2.499,0,0,0,2,2,4,4,0,4,9,0,9
2.000-2.249,4,1,5,5,4,9,6,4,10,17,5,22
1.750-1.999,0,0,0,0,0,0,1,2,3,0,0,0
1.500-1.749,0,0,0,2,0,2,1,1,2,3,3,6
1.250-1.499,1,1,2,0,0,0,0,0,0,1,1,2
1.000-1.249,2,0,2,1,2,3,1,0,1,5,2,7
0.750-0.999,0,0,0,0,0,0,1,0,1,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,3,4,0,0,0,10,2,12,13,11,24
