GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,2,5,11,22,33,20,58,78,54,164,218
3.750-3.999,0,0,0,0,0,0,1,4,5,1,2,3
3.500-3.749,0,0,0,2,2,4,5,6,11,9,16,25
3.250-3.499,0,0,0,0,2,2,1,3,4,10,17,27
3.000-3.249,0,1,1,4,10,14,12,9,21,41,58,99
2.750-2.999,0,0,0,0,0,0,1,0,1,3,1,4
2.500-2.749,0,0,0,0,2,2,2,8,10,6,11,17
2.250-2.499,0,0,0,0,1,1,1,0,1,3,10,13
2.000-2.249,0,0,0,0,3,3,5,4,9,21,35,56
1.750-1.999,0,0,0,0,0,0,0,1,1,1,1,2
1.500-1.749,0,0,0,0,0,0,1,4,5,1,9,10
1.250-1.499,0,0,0,0,0,0,0,0,0,3,3,6
1.000-1.249,0,0,0,1,2,3,1,2,3,6,21,27
0.750-0.999,0,0,0,0,0,0,0,0,0,0,2,2
0.500-0.749,0,0,0,0,0,0,0,0,0,0,2,2
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,2,0,2,4,6,10,18,57,75
