GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,16,35,51,36,87,123,31,76,107,70,180,250
3.750-3.999,6,10,16,17,39,56,24,51,75,23,59,82
3.500-3.749,9,23,32,36,53,89,39,79,118,56,133,189
3.250-3.499,9,38,47,20,60,80,20,52,72,53,103,156
3.000-3.249,22,46,68,15,75,90,25,51,76,45,105,150
2.750-2.999,8,31,39,14,38,52,8,31,39,26,60,86
2.500-2.749,12,29,41,10,42,52,14,30,44,17,38,55
2.250-2.499,5,14,19,9,25,34,6,19,25,22,36,58
2.000-2.249,6,21,27,9,19,28,4,20,24,13,29,42
1.750-1.999,5,10,15,2,7,9,3,6,9,2,11,13
1.500-1.749,0,10,10,2,6,8,3,9,12,6,14,20
1.250-1.499,0,5,5,3,7,10,1,3,4,4,5,9
1.000-1.249,0,5,5,0,4,4,4,1,5,6,12,18
0.750-0.999,1,5,6,1,2,3,1,0,1,1,1,2
0.500-0.749,1,0,1,0,2,2,0,3,3,2,1,3
0.250-0.499,3,1,4,0,0,0,0,1,1,1,4,5
0.000-0.249,2,6,8,3,6,9,2,3,5,7,13,20
