GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,52,34,86,128,119,247,89,91,180,220,292,512
3.750-3.999,36,32,68,85,76,161,77,90,167,138,152,290
3.500-3.749,45,34,79,97,84,181,115,91,206,206,196,402
3.250-3.499,28,19,47,80,63,143,95,83,178,186,193,379
3.000-3.249,35,27,62,71,63,134,113,81,194,195,154,349
2.750-2.999,15,14,29,31,32,63,69,30,99,84,53,137
2.500-2.749,23,16,39,28,17,45,49,42,91,75,47,122
2.250-2.499,6,3,9,19,10,29,30,22,52,34,13,47
2.000-2.249,3,1,4,16,9,25,17,10,27,48,17,65
1.750-1.999,1,0,1,6,5,11,5,7,12,10,8,18
1.500-1.749,2,2,4,2,3,5,10,2,12,6,7,13
1.250-1.499,0,1,1,4,0,4,6,5,11,5,3,8
1.000-1.249,0,0,0,1,0,1,4,3,7,7,2,9
0.750-0.999,0,0,0,1,0,1,1,0,1,4,2,6
0.500-0.749,2,0,2,2,1,3,2,1,3,3,1,4
0.250-0.499,0,0,0,0,0,0,0,0,0,3,0,3
0.000-0.249,6,3,9,2,0,2,6,5,11,31,21,52
