GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,0,4,14,3,17,11,5,16,37,20,57
3.750-3.999,0,0,0,0,1,1,1,0,1,2,3,5
3.500-3.749,3,2,5,4,2,6,4,3,7,17,8,25
3.250-3.499,0,1,1,0,0,0,2,2,4,8,4,12
3.000-3.249,6,3,9,9,0,9,10,8,18,24,9,33
2.750-2.999,0,0,0,1,0,1,1,0,1,1,1,2
2.500-2.749,2,0,2,1,1,2,2,3,5,4,4,8
2.250-2.499,1,0,1,0,0,0,0,1,1,2,2,4
2.000-2.249,1,1,2,1,0,1,2,2,4,17,3,20
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,4,0,4,1,0,1,0,1,1
1.250-1.499,0,0,0,0,0,0,0,0,0,1,0,1
1.000-1.249,0,1,1,0,0,0,1,1,2,5,2,7
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,5,1,6,13,3,16,23,14,37
