GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,7,16,25,30,55,58,38,96,159,113,272
3.750-3.999,8,7,15,32,21,53,69,33,102,82,63,145
3.500-3.749,16,11,27,45,33,78,79,50,129,128,74,202
3.250-3.499,12,11,23,52,31,83,69,37,106,131,49,180
3.000-3.249,16,16,32,43,19,62,69,31,100,174,48,222
2.750-2.999,4,4,8,23,8,31,45,16,61,78,25,103
2.500-2.749,10,3,13,25,7,32,45,14,59,92,16,108
2.250-2.499,8,0,8,11,2,13,27,8,35,48,10,58
2.000-2.249,4,0,4,16,4,20,26,9,35,43,10,53
1.750-1.999,1,0,1,4,0,4,3,4,7,4,1,5
1.500-1.749,2,1,3,1,1,2,7,3,10,5,2,7
1.250-1.499,0,0,0,1,1,2,1,1,2,2,0,2
1.000-1.249,0,1,1,1,0,1,3,2,5,4,0,4
0.750-0.999,0,0,0,0,0,0,2,0,2,1,1,2
0.500-0.749,0,1,1,2,1,3,3,0,3,3,2,5
0.250-0.499,0,0,0,1,0,1,0,1,1,0,0,0
0.000-0.249,5,3,8,8,0,8,9,3,12,7,10,17
