GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,3,8,109,80,189,135,110,245,283,374,657
3.750-3.999,4,6,10,68,64,132,80,101,181,141,186,327
3.500-3.749,14,8,22,67,80,147,125,103,228,187,194,381
3.250-3.499,8,8,16,82,57,139,105,102,207,168,127,295
3.000-3.249,10,4,14,70,53,123,101,87,188,196,126,322
2.750-2.999,7,3,10,35,13,48,40,39,79,77,54,131
2.500-2.749,4,3,7,23,19,42,44,28,72,65,26,91
2.250-2.499,7,3,10,16,9,25,21,26,47,36,18,54
2.000-2.249,0,2,2,9,10,19,22,7,29,36,10,46
1.750-1.999,0,1,1,3,4,7,4,8,12,7,2,9
1.500-1.749,1,1,2,2,1,3,6,9,15,6,3,9
1.250-1.499,0,0,0,4,0,4,3,1,4,0,3,3
1.000-1.249,1,0,1,2,0,2,1,1,2,2,2,4
0.750-0.999,0,0,0,0,0,0,1,1,2,1,0,1
0.500-0.749,0,0,0,1,0,1,2,0,2,1,1,2
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,2,0,2,8,2,10,3,2,5,13,8,21
