GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,10,15,13,13,26,8,10,18,30,27,57
3.750-3.999,4,5,9,7,6,13,7,7,14,9,11,20
3.500-3.749,7,9,16,12,9,21,4,10,14,17,17,34
3.250-3.499,5,4,9,6,7,13,10,6,16,19,15,34
3.000-3.249,9,8,17,5,9,14,12,7,19,24,15,39
2.750-2.999,5,0,5,4,2,6,12,2,14,17,11,28
2.500-2.749,8,2,10,1,2,3,7,4,11,8,12,20
2.250-2.499,3,3,6,2,5,7,6,6,12,9,6,15
2.000-2.249,2,1,3,4,3,7,4,5,9,9,9,18
1.750-1.999,3,1,4,0,0,0,0,3,3,1,1,2
1.500-1.749,0,2,2,2,1,3,0,0,0,2,4,6
1.250-1.499,0,1,1,2,0,2,1,0,1,3,1,4
1.000-1.249,2,0,2,1,0,1,1,1,2,2,2,4
0.750-0.999,1,0,1,1,0,1,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,1,2,3,1,0,1,0,0,0
