GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,27,58,85,42,102,144,43,86,129,129,276,405
3.750-3.999,7,17,24,19,28,47,26,58,84,38,121,159
3.500-3.749,15,30,45,15,58,73,25,72,97,69,147,216
3.250-3.499,15,37,52,23,54,77,12,56,68,40,106,146
3.000-3.249,11,44,55,28,60,88,20,54,74,45,84,129
2.750-2.999,6,9,15,10,20,30,12,23,35,12,30,42
2.500-2.749,6,18,24,12,23,35,11,21,32,17,35,52
2.250-2.499,4,9,13,6,17,23,3,14,17,13,23,36
2.000-2.249,3,13,16,7,12,19,4,13,17,11,18,29
1.750-1.999,2,4,6,2,4,6,0,7,7,4,5,9
1.500-1.749,2,6,8,2,2,4,0,2,2,3,6,9
1.250-1.499,1,5,6,1,5,6,1,1,2,1,3,4
1.000-1.249,1,3,4,0,3,3,0,0,0,2,4,6
0.750-0.999,1,0,1,0,2,2,0,1,1,0,1,1
0.500-0.749,0,2,2,0,0,0,0,1,1,0,1,1
0.250-0.499,1,2,3,0,2,2,0,3,3,0,0,0
0.000-0.249,6,7,13,1,1,2,4,4,8,3,9,12
