GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,1,4,8,9,17,15,21,36,9,16,25
3.750-3.999,0,0,0,0,1,1,0,0,0,0,0,0
3.500-3.749,0,0,0,3,5,8,3,5,8,2,12,14
3.250-3.499,3,1,4,2,6,8,2,2,4,1,1,2
3.000-3.249,7,5,12,7,8,15,9,6,15,5,6,11
2.750-2.999,1,0,1,2,3,5,0,2,2,0,0,0
2.500-2.749,0,0,0,3,0,3,1,2,3,0,0,0
2.250-2.499,1,2,3,1,1,2,1,2,3,0,0,0
2.000-2.249,3,1,4,5,5,10,4,3,7,1,2,3
1.750-1.999,0,0,0,0,3,3,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,2,0,2,0,0,0
1.250-1.499,1,0,1,0,0,0,0,0,0,0,0,0
1.000-1.249,1,1,2,1,1,2,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,1,3,4,3,7,0,4,4,6,13,19
