GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,2,4,18,16,34,10,16,26,33,39,72
3.750-3.999,3,1,4,13,6,19,12,5,17,17,20,37
3.500-3.749,7,0,7,12,14,26,19,13,32,50,28,78
3.250-3.499,6,4,10,9,16,25,27,11,38,54,28,82
3.000-3.249,16,9,25,25,10,35,23,20,43,57,21,78
2.750-2.999,7,2,9,12,6,18,21,8,29,31,13,44
2.500-2.749,13,7,20,16,12,28,12,10,22,17,10,27
2.250-2.499,4,7,11,15,11,26,7,5,12,16,8,24
2.000-2.249,8,12,20,12,8,20,6,4,10,12,8,20
1.750-1.999,10,0,10,2,3,5,3,2,5,5,2,7
1.500-1.749,3,5,8,10,2,12,3,2,5,3,2,5
1.250-1.499,4,0,4,5,0,5,0,0,0,0,1,1
1.000-1.249,1,2,3,3,1,4,1,2,3,4,1,5
0.750-0.999,1,2,3,1,0,1,1,0,1,3,0,3
0.500-0.749,2,3,5,0,1,1,1,0,1,1,0,1
0.250-0.499,4,0,4,0,1,1,0,0,0,0,0,0
0.000-0.249,4,6,10,2,3,5,4,2,6,0,1,1
