GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,7,13,20,6,28,34,18,50,68
3.750-3.999,1,1,2,2,4,6,9,13,22,12,18,30
3.500-3.749,0,2,2,2,3,5,5,26,31,14,24,38
3.250-3.499,1,0,1,2,10,12,6,10,16,8,26,34
3.000-3.249,0,2,2,3,3,6,1,10,11,10,14,24
2.750-2.999,0,1,1,1,4,5,3,1,4,8,7,15
2.500-2.749,0,1,1,0,1,1,0,3,3,3,2,5
2.250-2.499,0,0,0,0,1,1,1,2,3,4,6,10
2.000-2.249,0,0,0,0,0,0,0,0,0,0,1,1
1.750-1.999,0,0,0,2,0,2,0,1,1,0,0,0
1.500-1.749,0,1,1,0,0,0,1,0,1,0,1,1
1.250-1.499,0,0,0,1,0,1,1,0,1,0,1,1
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,1,0,1,0,2,2,1,1,2
