GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,21,2,23,169,89,258,392,130,522,877,297,1174
3.750-3.999,1,0,1,2,2,4,2,1,3,11,4,15
3.500-3.749,0,1,1,46,12,58,95,20,115,229,72,301
3.250-3.499,3,0,3,10,6,16,39,15,54,88,27,115
3.000-3.249,14,8,22,126,42,168,242,67,309,482,135,617
2.750-2.999,1,0,1,11,2,13,11,2,13,24,6,30
2.500-2.749,4,0,4,17,6,23,44,12,56,82,25,107
2.250-2.499,6,0,6,8,2,10,16,8,24,23,9,32
2.000-2.249,9,5,14,64,33,97,116,31,147,191,56,247
1.750-1.999,1,1,2,3,0,3,6,1,7,7,5,12
1.500-1.749,0,0,0,5,2,7,12,6,18,26,8,34
1.250-1.499,4,1,5,6,1,7,7,0,7,6,0,6
1.000-1.249,8,3,11,23,6,29,28,13,41,49,12,61
0.750-0.999,2,0,2,3,0,3,2,3,5,1,0,1
0.500-0.749,0,0,0,3,1,4,4,3,7,3,2,5
0.250-0.499,2,0,2,1,1,2,2,0,2,1,0,1
0.000-0.249,14,1,15,42,11,53,63,24,87,304,122,426
