GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,11,12,21,56,77,89,158,247,165,335,500
3.750-3.999,0,0,0,0,0,0,4,8,12,10,19,29
3.500-3.749,0,1,1,7,13,20,33,44,77,64,77,141
3.250-3.499,0,0,0,1,7,8,9,27,36,30,60,90
3.000-3.249,2,2,4,22,28,50,75,76,151,132,182,314
2.750-2.999,1,0,1,0,4,4,1,10,11,6,21,27
2.500-2.749,0,0,0,3,0,3,20,18,38,35,56,91
2.250-2.499,0,0,0,0,2,2,4,8,12,17,25,42
2.000-2.249,1,1,2,9,14,23,23,33,56,62,89,151
1.750-1.999,0,0,0,1,1,2,0,1,1,5,7,12
1.500-1.749,0,0,0,1,3,4,4,12,16,14,7,21
1.250-1.499,0,0,0,0,0,0,0,1,1,3,3,6
1.000-1.249,1,1,2,4,3,7,7,6,13,21,27,48
0.750-0.999,0,0,0,0,0,0,0,1,1,2,4,6
0.500-0.749,0,0,0,0,0,0,0,2,2,2,5,7
0.250-0.499,0,0,0,0,0,0,0,0,0,1,1,2
0.000-0.249,1,0,1,8,11,19,27,21,48,42,59,101
