GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,1,8,4,41,45,44,185,229,111,384,495
3.750-3.999,0,0,0,0,0,0,3,4,7,6,18,24
3.500-3.749,6,2,8,4,10,14,11,33,44,36,97,133
3.250-3.499,1,0,1,0,2,2,5,8,13,17,34,51
3.000-3.249,4,1,5,8,19,27,26,49,75,73,103,176
2.750-2.999,0,0,0,1,1,2,2,5,7,9,12,21
2.500-2.749,1,0,1,1,1,2,7,4,11,14,25,39
2.250-2.499,0,0,0,0,0,0,1,3,4,5,9,14
2.000-2.249,4,0,4,3,3,6,12,12,24,37,50,87
1.750-1.999,0,0,0,0,0,0,0,0,0,0,2,2
1.500-1.749,1,0,1,1,0,1,1,3,4,1,6,7
1.250-1.499,0,0,0,0,0,0,0,1,1,0,0,0
1.000-1.249,1,0,1,0,1,1,0,6,6,2,11,13
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,1,0,1,0,2,2
0.250-0.499,0,0,0,0,0,0,0,0,0,0,2,2
0.000-0.249,0,0,0,1,2,3,5,16,21,15,42,57
