GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,22,8,30,237,210,447,340,294,634,730,691,1421
3.750-3.999,6,2,8,57,66,123,60,77,137,86,132,218
3.500-3.749,14,8,22,75,55,130,91,75,166,170,149,319
3.250-3.499,7,5,12,46,28,74,46,38,84,76,84,160
3.000-3.249,7,3,10,28,27,55,53,37,90,97,54,151
2.750-2.999,2,0,2,2,8,10,3,3,6,13,9,22
2.500-2.749,3,3,6,10,3,13,14,6,20,16,12,28
2.250-2.499,3,3,6,7,2,9,2,4,6,7,6,13
2.000-2.249,1,0,1,5,3,8,6,5,11,15,4,19
1.750-1.999,0,0,0,2,1,3,0,0,0,1,0,1
1.500-1.749,0,0,0,1,0,1,2,0,2,3,2,5
1.250-1.499,1,0,1,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,1,0,1,0,0,0,3,3,6
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,7,2,9,15,2,17,31,9,40,86,28,114
