GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,26,55,81,53,129,182,62,96,158,150,322,472
3.750-3.999,13,27,40,26,51,77,66,95,161,105,180,285
3.500-3.749,27,52,79,60,105,165,86,123,209,199,263,462
3.250-3.499,14,49,63,52,118,170,94,133,227,158,240,398
3.000-3.249,32,56,88,72,98,170,145,135,280,201,249,450
2.750-2.999,18,38,56,28,55,83,69,72,141,116,136,252
2.500-2.749,18,42,60,31,54,85,68,79,147,124,142,266
2.250-2.499,13,23,36,22,34,56,42,64,106,79,77,156
2.000-2.249,4,12,16,26,29,55,25,40,65,68,72,140
1.750-1.999,3,7,10,3,14,17,10,17,27,11,24,35
1.500-1.749,7,6,13,7,9,16,16,17,33,28,26,54
1.250-1.499,1,5,6,3,7,10,8,11,19,19,21,40
1.000-1.249,2,3,5,5,6,11,10,6,16,8,9,17
0.750-0.999,0,1,1,3,3,6,1,1,2,1,4,5
0.500-0.749,1,4,5,2,2,4,5,3,8,2,5,7
0.250-0.499,0,7,7,1,2,3,3,2,5,4,6,10
0.000-0.249,11,8,19,10,5,15,21,15,36,24,19,43
