GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,18,8,26,57,39,96,187,120,307
3.750-3.999,0,0,0,0,0,0,0,0,0,8,2,10
3.500-3.749,1,0,1,0,3,3,24,12,36,58,20,78
3.250-3.499,0,0,0,1,1,2,9,5,14,23,2,25
3.000-3.249,2,1,3,11,9,20,47,10,57,110,26,136
2.750-2.999,0,0,0,0,0,0,3,0,3,11,1,12
2.500-2.749,0,0,0,2,0,2,16,5,21,41,10,51
2.250-2.499,0,0,0,0,0,0,0,0,0,12,6,18
2.000-2.249,0,0,0,2,2,4,20,3,23,56,10,66
1.750-1.999,0,0,0,0,0,0,0,0,0,2,0,2
1.500-1.749,1,0,1,2,0,2,4,0,4,8,2,10
1.250-1.499,0,0,0,0,0,0,0,0,0,1,0,1
1.000-1.249,2,0,2,2,1,3,4,2,6,8,2,10
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,1,1,2,2,1,3
0.250-0.499,0,0,0,0,0,0,0,0,0,1,0,1
0.000-0.249,0,0,0,3,2,5,8,7,15,25,19,44
