GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,12,16,37,35,72,53,53,106,110,97,207
3.750-3.999,0,0,0,1,0,1,1,1,2,1,4,5
3.500-3.749,0,0,0,3,7,10,4,11,15,22,28,50
3.250-3.499,2,0,2,1,2,3,7,10,17,10,16,26
3.000-3.249,0,1,1,6,18,24,13,21,34,31,37,68
2.750-2.999,0,0,0,1,1,2,2,3,5,3,3,6
2.500-2.749,0,0,0,1,3,4,3,7,10,7,12,19
2.250-2.499,0,1,1,0,0,0,0,4,4,1,6,7
2.000-2.249,3,1,4,5,4,9,4,7,11,29,20,49
1.750-1.999,0,0,0,0,0,0,1,0,1,0,0,0
1.500-1.749,0,0,0,0,0,0,0,1,1,1,3,4
1.250-1.499,0,0,0,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,1,1,0,4,4,6,3,9
0.750-0.999,0,2,2,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,1,1,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,5,9,14,6,4,10,11,12,23
