GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,15,10,25,51,27,78,131,91,222
3.750-3.999,0,0,0,0,0,0,1,1,2,6,1,7
3.500-3.749,1,0,1,2,2,4,10,6,16,62,22,84
3.250-3.499,0,0,0,0,0,0,9,4,13,51,14,65
3.000-3.249,0,1,1,6,3,9,44,23,67,112,43,155
2.750-2.999,0,0,0,1,0,1,5,4,9,9,1,10
2.500-2.749,0,0,0,1,0,1,14,1,15,50,11,61
2.250-2.499,0,0,0,1,0,1,4,2,6,16,5,21
2.000-2.249,0,1,1,6,0,6,16,5,21,58,11,69
1.750-1.999,0,0,0,0,0,0,0,0,0,1,1,2
1.500-1.749,0,0,0,0,0,0,0,0,0,4,1,5
1.250-1.499,0,0,0,0,0,0,0,0,0,0,1,1
1.000-1.249,0,0,0,1,0,1,5,1,6,3,2,5
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,1,3,6,5,11,2,4,6,22,16,38
