GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,811,599,1410,962,1084,2046,844,1145,1989,2211,2978,5189
3.750-3.999,310,216,526,488,578,1066,642,746,1388,1314,1343,2657
3.500-3.749,507,414,921,675,750,1425,880,1016,1896,1898,1814,3712
3.250-3.499,407,337,744,627,686,1313,861,817,1678,1603,1401,3004
3.000-3.249,677,425,1102,763,716,1479,1021,859,1880,2023,1449,3472
2.750-2.999,205,220,425,354,336,690,533,411,944,928,628,1556
2.500-2.749,253,233,486,390,331,721,541,391,932,978,616,1594
2.250-2.499,169,134,303,252,218,470,335,254,589,594,340,934
2.000-2.249,213,143,356,293,188,481,316,188,504,500,365,865
1.750-1.999,68,39,107,104,72,176,92,64,156,136,101,237
1.500-1.749,67,56,123,92,55,147,117,77,194,186,94,280
1.250-1.499,55,37,92,54,31,85,54,43,97,88,61,149
1.000-1.249,65,35,100,62,40,102,64,34,98,98,54,152
0.750-0.999,13,13,26,23,22,45,25,14,39,23,16,39
0.500-0.749,26,27,53,20,12,32,34,16,50,35,18,53
0.250-0.499,11,17,28,21,8,29,23,11,34,15,12,27
0.000-0.249,186,97,283,131,63,194,148,86,234,224,264,488
