GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,0,5,19,3,22,16,5,21,63,35,98
3.750-3.999,0,0,0,0,0,0,0,0,0,3,2,5
3.500-3.749,0,0,0,3,1,4,4,4,8,20,6,26
3.250-3.499,0,0,0,0,1,1,1,0,1,8,4,12
3.000-3.249,3,1,4,22,1,23,9,7,16,39,8,47
2.750-2.999,0,0,0,1,0,1,0,0,0,1,0,1
2.500-2.749,1,0,1,1,0,1,1,0,1,5,2,7
2.250-2.499,2,0,2,0,0,0,0,0,0,3,0,3
2.000-2.249,1,2,3,3,1,4,4,0,4,3,2,5
1.750-1.999,0,0,0,0,0,0,1,0,1,0,0,0
1.500-1.749,0,0,0,1,0,1,1,1,2,1,0,1
1.250-1.499,1,0,1,1,0,1,0,0,0,0,0,0
1.000-1.249,1,0,1,1,0,1,1,1,2,1,1,2
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,8,4,12,6,5,11,16,15,31
