GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,65,73,7,106,113,20,149,169,50,385,435
3.750-3.999,1,22,23,2,50,52,13,44,57,30,159,189
3.500-3.749,4,27,31,7,70,77,16,89,105,24,203,227
3.250-3.499,3,38,41,5,54,59,16,78,94,14,104,118
3.000-3.249,5,40,45,6,55,61,10,54,64,16,75,91
2.750-2.999,3,20,23,4,13,17,5,23,28,7,25,32
2.500-2.749,7,23,30,2,22,24,3,23,26,3,18,21
2.250-2.499,0,9,9,5,6,11,4,14,18,1,7,8
2.000-2.249,2,13,15,0,8,8,4,10,14,4,5,9
1.750-1.999,1,5,6,1,3,4,0,3,3,0,2,2
1.500-1.749,0,1,1,0,4,4,0,1,1,0,1,1
1.250-1.499,0,1,1,0,0,0,0,1,1,1,0,1
1.000-1.249,0,2,2,0,1,1,0,0,0,0,1,1
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,2,0,2,0,1,1,0,1,1
0.250-0.499,0,0,0,0,0,0,0,0,0,1,0,1
0.000-0.249,2,1,3,0,2,2,0,2,2,0,2,2
