GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,420,249,669,1941,1795,3736,2514,2406,4920,5310,5383,10693
3.750-3.999,40,43,83,342,399,741,515,721,1236,937,1250,2187
3.500-3.749,111,136,247,690,725,1415,943,988,1931,1738,1819,3557
3.250-3.499,91,93,184,500,485,985,738,660,1398,1330,1046,2376
3.000-3.249,185,111,296,581,453,1034,870,562,1432,1622,1016,2638
2.750-2.999,43,26,69,110,92,202,123,109,232,231,212,443
2.500-2.749,54,43,97,151,102,253,172,118,290,300,244,544
2.250-2.499,28,28,56,74,61,135,81,62,143,159,109,268
2.000-2.249,48,31,79,98,54,152,117,62,179,181,93,274
1.750-1.999,10,5,15,14,10,24,10,11,21,39,15,54
1.500-1.749,12,4,16,20,5,25,24,17,41,31,25,56
1.250-1.499,5,3,8,6,3,9,3,2,5,8,4,12
1.000-1.249,16,4,20,17,11,28,24,6,30,45,24,69
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,230,52,282,283,91,374,405,113,518,700,556,1256
