GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,228,169,397,959,1063,2022,888,1273,2161,2599,3505,6104
3.750-3.999,47,45,92,440,481,921,651,730,1381,1482,1624,3106
3.500-3.749,133,118,251,688,741,1429,892,928,1820,2003,2040,4043
3.250-3.499,111,85,196,541,540,1081,833,812,1645,1795,1404,3199
3.000-3.249,242,132,374,666,567,1233,940,784,1724,2118,1491,3609
2.750-2.999,80,66,146,293,238,531,425,357,782,983,655,1638
2.500-2.749,111,68,179,333,246,579,498,355,853,960,550,1510
2.250-2.499,90,47,137,165,124,289,300,175,475,541,302,843
2.000-2.249,102,73,175,234,135,369,293,167,460,504,292,796
1.750-1.999,30,12,42,71,38,109,93,49,142,118,86,204
1.500-1.749,34,25,59,67,47,114,97,66,163,148,81,229
1.250-1.499,17,8,25,38,33,71,55,26,81,58,45,103
1.000-1.249,39,14,53,54,23,77,71,41,112,82,52,134
0.750-0.999,8,8,16,7,6,13,18,10,28,32,12,44
0.500-0.749,14,12,26,14,8,22,17,7,24,30,21,51
0.250-0.499,7,8,15,10,3,13,15,6,21,18,7,25
0.000-0.249,192,64,256,212,97,309,196,99,295,245,352,597
