GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,20,52,72,64,117,181,79,154,233,153,335,488
3.750-3.999,15,18,33,38,73,111,69,116,185,124,203,327
3.500-3.749,20,49,69,70,107,177,90,152,242,153,239,392
3.250-3.499,29,55,84,55,95,150,104,135,239,160,213,373
3.000-3.249,22,56,78,66,110,176,124,145,269,186,228,414
2.750-2.999,17,17,34,45,46,91,59,51,110,99,130,229
2.500-2.749,20,25,45,51,47,98,54,66,120,91,127,218
2.250-2.499,6,15,21,22,31,53,40,42,82,51,77,128
2.000-2.249,5,12,17,17,26,43,31,49,80,66,59,125
1.750-1.999,4,5,9,6,14,20,12,14,26,14,24,38
1.500-1.749,8,9,17,8,5,13,18,16,34,19,22,41
1.250-1.499,4,6,10,0,3,3,7,5,12,10,14,24
1.000-1.249,1,5,6,2,5,7,5,4,9,14,14,28
0.750-0.999,2,2,4,2,3,5,4,1,5,3,2,5
0.500-0.749,0,4,4,3,1,4,2,3,5,2,2,4
0.250-0.499,0,1,1,1,2,3,1,0,1,1,4,5
0.000-0.249,6,9,15,14,7,21,13,21,34,12,17,29
