GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,4,7,25,17,42,99,116,215,206,250,456
3.750-3.999,0,0,0,0,0,0,3,2,5,10,4,14
3.500-3.749,3,2,5,5,1,6,18,15,33,59,88,147
3.250-3.499,0,0,0,0,1,1,2,1,3,24,26,50
3.000-3.249,4,1,5,8,5,13,36,31,67,109,89,198
2.750-2.999,0,0,0,0,0,0,0,1,1,2,2,4
2.500-2.749,1,0,1,4,1,5,6,3,9,18,8,26
2.250-2.499,0,0,0,0,0,0,1,0,1,4,5,9
2.000-2.249,0,0,0,2,2,4,14,7,21,34,19,53
1.750-1.999,0,0,0,0,0,0,0,0,0,1,0,1
1.500-1.749,0,0,0,0,0,0,3,1,4,4,3,7
1.250-1.499,0,0,0,0,0,0,1,0,1,0,2,2
1.000-1.249,1,0,1,2,2,4,3,4,7,5,1,6
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,2,0,2,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,4,7,2,2,4,8,6,14,35,14,49
