GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,38,70,108,92,241,333,185,415,600
3.750-3.999,0,0,0,0,1,1,4,8,12,8,17,25
3.500-3.749,2,1,3,4,11,15,24,65,89,65,119,184
3.250-3.499,0,0,0,3,5,8,5,15,20,20,51,71
3.000-3.249,4,0,4,15,31,46,54,81,135,94,156,250
2.750-2.999,0,0,0,0,4,4,2,7,9,6,11,17
2.500-2.749,3,1,4,6,6,12,18,17,35,18,38,56
2.250-2.499,0,0,0,0,1,1,6,3,9,8,20,28
2.000-2.249,1,0,1,8,4,12,14,36,50,41,54,95
1.750-1.999,0,0,0,0,0,0,1,1,2,2,2,4
1.500-1.749,0,0,0,0,1,1,1,8,9,6,7,13
1.250-1.499,0,0,0,0,0,0,1,3,4,3,3,6
1.000-1.249,0,0,0,4,2,6,7,2,9,9,10,19
0.750-0.999,0,0,0,1,0,1,1,0,1,0,2,2
0.500-0.749,0,0,0,0,0,0,1,1,2,1,1,2
0.250-0.499,0,0,0,0,0,0,0,1,1,0,1,1
0.000-0.249,3,0,3,9,12,21,30,40,70,78,79,157
