GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,16,16,32,131,280,411,257,570,827,540,1095,1635
3.750-3.999,4,9,13,36,67,103,81,154,235,130,265,395
3.500-3.749,12,12,24,62,118,180,119,215,334,228,362,590
3.250-3.499,7,5,12,38,72,110,91,130,221,141,210,351
3.000-3.249,4,10,14,46,58,104,112,143,255,198,242,440
2.750-2.999,4,5,9,7,8,15,19,25,44,33,41,74
2.500-2.749,2,4,6,15,13,28,31,28,59,41,65,106
2.250-2.499,3,3,6,9,7,16,15,10,25,25,29,54
2.000-2.249,3,3,6,7,4,11,18,9,27,27,20,47
1.750-1.999,0,1,1,0,1,1,1,5,6,4,1,5
1.500-1.749,0,1,1,2,0,2,4,3,7,4,5,9
1.250-1.499,0,1,1,0,0,0,0,0,0,1,1,2
1.000-1.249,1,0,1,1,5,6,3,2,5,5,2,7
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,14,9,23,36,19,55,61,30,91,87,90,177
