GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,91,68,159,409,506,915,879,1030,1909,1978,2257,4235
3.750-3.999,1,1,2,4,7,11,11,29,40,60,86,146
3.500-3.749,62,52,114,90,88,178,218,235,453,551,493,1044
3.250-3.499,4,2,6,25,29,54,76,80,156,220,230,450
3.000-3.249,73,80,153,256,198,454,511,425,936,1080,821,1901
2.750-2.999,3,0,3,12,10,22,20,29,49,72,63,135
2.500-2.749,26,21,47,44,22,66,117,89,206,237,213,450
2.250-2.499,6,1,7,12,9,21,34,28,62,73,100,173
2.000-2.249,29,24,53,137,102,239,252,181,433,468,367,835
1.750-1.999,1,1,2,4,4,8,8,6,14,19,25,44
1.500-1.749,4,2,6,16,9,25,31,32,63,63,47,110
1.250-1.499,5,2,7,9,5,14,13,13,26,17,16,33
1.000-1.249,16,7,23,38,20,58,57,45,102,105,102,207
0.750-0.999,6,0,6,4,3,7,5,5,10,5,7,12
0.500-0.749,2,2,4,4,2,6,9,13,22,11,13,24
0.250-0.499,2,1,3,1,1,2,2,4,6,4,9,13
0.000-0.249,32,11,43,91,71,162,150,152,302,612,478,1090
