GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,5,7,96,90,186,106,123,229,299,368,667
3.750-3.999,6,7,13,81,73,154,103,97,200,167,185,352
3.500-3.749,7,7,14,95,88,183,106,87,193,224,189,413
3.250-3.499,6,2,8,67,56,123,86,89,175,178,148,326
3.000-3.249,8,3,11,55,29,84,107,69,176,235,122,357
2.750-2.999,2,2,4,26,12,38,34,42,76,83,57,140
2.500-2.749,5,3,8,17,15,32,35,32,67,65,28,93
2.250-2.499,5,0,5,13,2,15,26,12,38,30,21,51
2.000-2.249,3,3,6,9,5,14,16,15,31,25,12,37
1.750-1.999,2,0,2,2,2,4,6,4,10,7,4,11
1.500-1.749,4,0,4,9,1,10,2,5,7,9,2,11
1.250-1.499,1,0,1,2,1,3,3,1,4,1,2,3
1.000-1.249,3,0,3,1,0,1,3,3,6,2,1,3
0.750-0.999,0,0,0,0,0,0,1,0,1,0,0,0
0.500-0.749,0,0,0,0,0,0,1,0,1,2,0,2
0.250-0.499,1,0,1,0,0,0,2,0,2,1,0,1
0.000-0.249,6,1,7,9,4,13,5,6,11,23,8,31
