GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,3,5,11,9,20,36,27,63,82,46,128
3.750-3.999,0,0,0,0,0,0,1,0,1,2,0,2
3.500-3.749,0,0,0,3,0,3,8,2,10,37,10,47
3.250-3.499,1,0,1,1,0,1,8,1,9,16,1,17
3.000-3.249,0,0,0,2,1,3,30,5,35,87,16,103
2.750-2.999,0,1,1,1,0,1,2,0,2,2,2,4
2.500-2.749,0,0,0,1,0,1,6,0,6,20,3,23
2.250-2.499,0,0,0,2,0,2,1,0,1,1,1,2
2.000-2.249,2,1,3,3,4,7,18,2,20,41,9,50
1.750-1.999,0,0,0,0,0,0,0,2,2,0,0,0
1.500-1.749,0,0,0,0,0,0,1,0,1,2,0,2
1.250-1.499,0,0,0,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,1,1,8,1,9
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,1,0,1
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,1,3,4,6,0,6,14,15,29
