GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,3,3,5,40,45,6,49,55,32,175,207
3.750-3.999,0,1,1,1,17,18,2,22,24,13,72,85
3.500-3.749,2,1,3,3,19,22,9,29,38,22,65,87
3.250-3.499,1,3,4,0,14,14,3,14,17,9,35,44
3.000-3.249,1,3,4,3,12,15,3,13,16,7,20,27
2.750-2.999,0,4,4,1,3,4,0,3,3,1,5,6
2.500-2.749,0,1,1,0,2,2,2,0,2,1,4,5
2.250-2.499,3,1,4,0,2,2,1,1,2,1,3,4
2.000-2.249,0,1,1,0,0,0,1,0,1,0,3,3
1.750-1.999,0,0,0,0,3,3,0,0,0,0,0,0
1.500-1.749,1,0,1,0,1,1,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,3,3
