GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,1,3,23,47,70,78,141,219,145,316,461
3.750-3.999,0,0,0,2,0,2,2,3,5,7,11,18
3.500-3.749,4,0,4,6,7,13,15,31,46,51,50,101
3.250-3.499,0,0,0,4,3,7,5,9,14,17,32,49
3.000-3.249,1,2,3,21,16,37,62,55,117,124,139,263
2.750-2.999,0,0,0,0,1,1,1,5,6,8,15,23
2.500-2.749,2,1,3,1,2,3,14,17,31,33,39,72
2.250-2.499,0,0,0,1,0,1,6,9,15,12,19,31
2.000-2.249,0,0,0,9,9,18,26,31,57,68,63,131
1.750-1.999,0,0,0,0,0,0,2,1,3,1,2,3
1.500-1.749,0,0,0,2,0,2,4,2,6,7,21,28
1.250-1.499,0,0,0,0,2,2,0,1,1,3,8,11
1.000-1.249,1,0,1,2,4,6,7,9,16,19,16,35
0.750-0.999,0,0,0,0,0,0,0,0,0,0,1,1
0.500-0.749,0,0,0,0,1,1,0,2,2,1,1,2
0.250-0.499,0,0,0,0,1,1,0,0,0,0,1,1
0.000-0.249,2,1,3,3,10,13,27,31,58,82,106,188
