GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,9,11,19,122,141,21,216,237,123,738,861
3.750-3.999,1,5,6,16,87,103,21,110,131,63,264,327
3.500-3.749,4,10,14,20,94,114,39,177,216,82,278,360
3.250-3.499,3,11,14,30,83,113,47,114,161,102,194,296
3.000-3.249,6,11,17,24,74,98,41,79,120,103,165,268
2.750-2.999,6,9,15,15,28,43,24,46,70,55,71,126
2.500-2.749,7,4,11,19,22,41,29,44,73,63,53,116
2.250-2.499,1,4,5,7,21,28,12,24,36,31,37,68
2.000-2.249,3,1,4,9,8,17,8,16,24,35,37,72
1.750-1.999,1,4,5,2,3,5,6,5,11,12,6,18
1.500-1.749,2,1,3,1,3,4,7,4,11,5,6,11
1.250-1.499,0,3,3,1,2,3,4,2,6,5,4,9
1.000-1.249,0,0,0,2,4,6,2,0,2,7,1,8
0.750-0.999,1,0,1,1,2,3,2,1,3,1,3,4
0.500-0.749,0,0,0,0,0,0,1,0,1,0,0,0
0.250-0.499,1,0,1,0,0,0,0,1,1,1,2,3
0.000-0.249,1,0,1,3,7,10,2,2,4,27,262,289
