GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,424,108,532,471,136,607,482,106,588,1232,391,1623
3.750-3.999,109,32,141,257,69,326,287,80,367,820,275,1095
3.500-3.749,221,70,291,360,113,473,435,114,549,1070,316,1386
3.250-3.499,168,34,202,317,92,409,422,115,537,929,263,1192
3.000-3.249,366,88,454,424,132,556,455,148,603,1008,250,1258
2.750-2.999,99,32,131,197,66,263,247,69,316,449,129,578
2.500-2.749,96,29,125,189,60,249,263,66,329,404,91,495
2.250-2.499,60,21,81,149,39,188,166,46,212,220,55,275
2.000-2.249,110,30,140,127,43,170,105,48,153,198,43,241
1.750-1.999,18,8,26,47,15,62,39,10,49,64,11,75
1.500-1.749,20,6,26,40,9,49,43,6,49,46,13,59
1.250-1.499,15,2,17,24,0,24,14,5,19,32,7,39
1.000-1.249,25,4,29,21,11,32,27,5,32,18,8,26
0.750-0.999,6,3,9,6,1,7,8,3,11,9,2,11
0.500-0.749,2,1,3,9,0,9,8,4,12,9,3,12
0.250-0.499,3,1,4,6,0,6,2,1,3,6,0,6
0.000-0.249,35,4,39,23,9,32,40,3,43,51,6,57
