GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,36,43,12,104,116,31,167,198,51,406,457
3.750-3.999,2,13,15,8,40,48,14,80,94,11,119,130
3.500-3.749,2,21,23,12,64,76,11,110,121,19,164,183
3.250-3.499,0,22,22,14,51,65,11,67,78,22,100,122
3.000-3.249,3,30,33,4,53,57,9,44,53,15,76,91
2.750-2.999,1,19,20,2,17,19,5,16,21,6,31,37
2.500-2.749,3,21,24,3,18,21,0,17,17,2,16,18
2.250-2.499,3,7,10,0,8,8,2,10,12,4,10,14
2.000-2.249,1,4,5,1,3,4,3,3,6,1,7,8
1.750-1.999,1,1,2,0,1,1,0,2,2,1,4,5
1.500-1.749,0,2,2,0,2,2,0,1,1,1,0,1
1.250-1.499,0,0,0,1,1,2,1,1,2,0,2,2
1.000-1.249,1,0,1,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,2,2,0,1,1,0,0,0
0.250-0.499,0,1,1,0,1,1,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,2,2,1,2,3
